Mean time,Standard deviation
0.00529559,0.012693

Raw measurements

Timestamp,Measurement
1633,0.00165759
1634,0.00165188
1635,0.0016708
1636,0.00170864
1637,0.00165008
1638,0.00166089
1639,0.0016699
1640,0.00181884
1641,0.00166149
1642,0.0018741
1643,0.00174557
1644,0.00165759
1645,0.0016684
1646,0.00166029
1647,0.00162876
1648,0.0524801
1649,0.00436799
1650,0.00430133
1651,0.00258338
1652,0.00266386
1653,0.00164648
1654,0.00173566
1655,0.00165939
1656,0.00165549
1657,0.00169663
1658,0.00181854
1659,0.00191434
1660,0.00164858
1661,0.0017693
1662,0.00163957
1663,0.00174137
1664,0.00169453
1665,0.00182455
1666,0.00175338
1667,0.00173446
1668,0.00166239
1669,0.00164378
1670,0.00169723
1671,0.00175398
1672,0.00166149
1673,0.00169423
1674,0.00166089
1675,0.00165519
1676,0.00174888
1677,0.00186058
1678,0.00159543
1679,0.00173056
1680,0.00170233
1681,0.00164468
1682,0.00168432
1683,0.00174617
1684,0.00158582
1685,0.0017681
1686,0.00169813
1687,0.00182185
1688,0.0514225
1689,0.00436198
1690,0.00341698
1691,0.00410884
1692,0.00224075
1693,0.00247137
1694,0.00166179
1695,0.001666
1696,0.00170624
1697,0.00166209
1698,0.00176389
1699,0.00159063
1700,0.00169182
1701,0.00172065
1702,0.00164017
1703,0.00165729
1704,0.00171434
1705,0.00158042
1706,0.0016705
1707,0.00171975
1708,0.00165008
1709,0.0522063
1710,0.00431394
1711,0.00350827
1712,0.00228279
1713,0.00163927
1714,0.00168702
1715,0.00168101
1716,0.0539038
1717,0.0039647
1718,0.00367222
1719,0.00179242
1720,0.0019762
1721,0.00173597
1722,0.00168912
1723,0.00167591
1724,0.00167561
1725,0.00180143
1726,0.00165579
1727,0.0018798
1728,0.00161645
1729,0.00167351
1730,0.00168552
1731,0.00165819
1732,0.00154678
1733,0.00171284
1734,0.0016699
1735,0.001666
1736,0.00171885
1737,0.00170564
1738,0.0016714
1739,0.00173356
1740,0.0016711
1741,0.00167951
1742,0.00170323
1743,0.00180713
1744,0.0520315
1745,0.0536248
1746,0.0164222
1747,0.00476017
1748,0.00430883
1749,0.00198851
1750,0.00180894
1751,0.00169092
1752,0.0017756
1753,0.00210172
1754,0.00164438
1755,0.00168792
1756,0.0017765
1757,0.00185398
1758,0.00170834
1759,0.00159303
1760,0.00162456
1761,0.00161765
1762,0.00168882
1763,0.00168792
1764,0.00170293
1765,0.00170924
1766,0.0528543
1767,0.00384969
1768,0.00390645
1769,0.00377852
1770,0.00255245
1771,0.00253563
1772,0.00165609
1773,0.0018747
1774,0.00165939
1775,0.00171014
1776,0.00171855
1777,0.00167591
1778,0.00165699
1779,0.00190863
1780,0.00162276
1781,0.00172786
1782,0.0016675
1783,0.00167771
1784,0.00171194
1785,0.00163297
1786,0.00164258
1787,0.00164558
1788,0.00168071
1789,0.00195908
1790,0.00165309
1791,0.00168101
1792,0.00161765
1793,0.00170744
1794,0.00168822
1795,0.00170383
1796,0.00167711
1797,0.00168732
1798,0.00166119
1799,0.00175038
1800,0.00176119
1801,0.00173176
1802,0.00171915
1803,0.00180863
1804,0.00180623
1805,0.00190713
1806,0.00178341
1807,0.00175608
1808,0.00168281
1809,0.00186569
1810,0.00168762
1811,0.00169152
1812,0.00209871
1813,0.0522057
1814,0.00454696
1815,0.00485265
1816,0.0051136
1817,0.00178822
1818,0.00190713
1819,0.0016726
1820,0.00174287
1821,0.0017696
1822,0.00164258
1823,0.00167861
1824,0.00172395
1825,0.00189332
1826,0.0523342
1827,0.00444396
1828,0.00395389
1829,0.00179122
1830,0.00170413
1831,0.00178281
1832,0.00217469
1833,0.00167441
1834,0.0017747
1835,0.00196208
1836,0.00213114
1837,0.00175218
1838,0.00183026
1839,0.00175308
1840,0.00174257
1841,0.00186149
1842,0.00169723
1843,0.00184557
1844,0.0529264
1845,0.00380915
1846,0.00449381
1847,0.00332509
1848,0.00287586
1849,0.0017705
1850,0.00169392
1851,0.00164318
1852,0.0018762
1853,0.0018732
1854,0.00192575
1855,0.00178822
1856,0.0017756
1857,0.00190473
1858,0.00170924
1859,0.00170594
1860,0.00175638
1861,0.00168131
1862,0.00181945
1863,0.00175729
1864,0.00180263
1865,0.00179452
1866,0.00196178
1867,0.00192665
1868,0.00180053
1869,0.00178011
1870,0.0017714
1871,0.00189662
1872,0.00183206
1873,0.00176089
1874,0.00186329
1875,0.00200022
1876,0.00184347
1877,0.00174047
1878,0.00172065
1879,0.00191554
1880,0.00189242
1881,0.00183446
1882,0.00175668
1883,0.00179332
1884,0.00181284
1885,0.00178131
1886,0.00180503
1887,0.052251
1888,0.00382657
1889,0.00472924
1890,0.00319476
1891,0.00307014
1892,0.00182695
1893,0.00192695
1894,0.00182875
1895,0.00179542
1896,0.00238369
1897,0.00168071
1898,0.00182966
1899,0.0541882
1900,0.00315933
1901,0.00356532
1902,0.00183656
1903,0.00183536
1904,0.00180053
1905,0.0017681
1906,0.00176119
1907,0.00183356
1908,0.0017714
1909,0.0535969
1910,0.00518537
1911,0.00536585
1912,0.00528687
1913,0.00240921
1914,0.00231042
1915,0.00220712
1916,0.00211283
1917,0.00221673
1918,0.00226117
1919,0.0529636
1920,0.00426469
1921,0.00439772
1922,0.00389624
1923,0.00369114
1924,0.00438811
1925,0.0024005
1926,0.0518919
1927,0.00255335
1928,0.00256416
1929,0.00182575
1930,0.00178161
1931,0.00172035
1932,0.00178401
1933,0.00173777
1934,0.00186299
1935,0.00179032
1936,0.0535849
1937,0.00364009
1938,0.0042713
1939,0.00227228
1940,0.00225997
1941,0.00163237
1942,0.00178101
1943,0.00176179
1944,0.00176119
1945,0.0529852
1946,0.0543116
1947,0.00398422
1948,0.0039563
1949,0.0556476
1950,0.00425118
1951,0.00391606
1952,0.00419382
1953,0.00264404
1954,0.00175729
1955,0.00170263
1956,0.00173927
1957,0.00164558
1958,0.0016669
1959,0.00165609
1960,0.00165218
1961,0.00172846
1962,0.00172395
1963,0.00162756
1964,0.00165609
1965,0.00180383
1966,0.00168341
1967,0.00176479
1968,0.0522765
1969,0.00399203
1970,0.00397852
1971,0.00266716
1972,0.00276445
1973,0.00164888
1974,0.00168732
1975,0.00162906
1976,0.00161555
1977,0.00168522
1978,0.00165549
1979,0.00164798
1980,0.0521354
1981,0.00432385
1982,0.00382687
1983,0.00279238
1984,0.00251731
1985,0.00209361
1986,0.00178041
1987,0.00163417
1988,0.0016657
1989,0.00170564
1990,0.00171074
1991,0.00165038
1992,0.00165158
1993,0.00170023
1994,0.00170083
1995,0.00162276
1996,0.00164558
1997,0.00162726
1998,0.00159453
1999,0.00169332
2000,0.00167681
2001,0.00164798
2002,0.00165609
2003,0.00155309
2004,0.00167441
2005,0.00176329
2006,0.0016654
2007,0.00159753
2008,0.00161825
2009,0.00174527
2010,0.00167351
2011,0.00178161
2012,0.00165519
2013,0.0016717
2014,0.00171494
2015,0.00165158
2016,0.00167681
2017,0.00179002
2018,0.0524495
2019,0.00410314
2020,0.00422415
2021,0.00253593
2022,0.00253143
2023,0.00170834
2024,0.00194827
2025,0.00267166
2026,0.00165579
2027,0.0535375
2028,0.00387672
2029,0.00404428
2030,0.00241071
2031,0.00244104
2032,0.00258128
2033,0.00172906
2034,0.00168672
2035,0.00167711
2036,0.00168011
2037,0.0523994
2038,0.00387762
2039,0.00432925
2040,0.0517646
2041,0.0041737
2042,0.00167831
2043,0.00168071
2044,0.00164708
2045,0.00165008
2046,0.0016702
2047,0.00169002
2048,0.00167351
2049,0.00165819
2050,0.00161495
2051,0.00167651
2052,0.00175398
2053,0.00163807
2054,0.00165399
2055,0.00168191
2056,0.00168131
2057,0.00177861
2058,0.00164618
2059,0.00165098
2060,0.00162336
2061,0.00165429
2062,0.00165819
2063,0.00173296
2064,0.00164378
2065,0.00187019
2066,0.00180713
2067,0.00170323
2068,0.00162156
2069,0.00164167
2070,0.00175338
2071,0.00170654
2072,0.00174047
2073,0.00165969
2074,0.00163627
2075,0.00170233
2076,0.00189392
2077,0.00165879
2078,0.0508646
2079,0.00258128
2080,0.00183326
2081,0.00173086
2082,0.00167681
2083,0.00170323
2084,0.00158222
2085,0.00170023
2086,0.00181284
2087,0.00165038
2088,0.0016699
2089,0.00164768
2090,0.00170894
2091,0.00180863
2092,0.00165699
2093,0.0522486
2094,0.00390675
2095,0.0546401
2096,0.00445687
2097,0.0543897
2098,0.00412746
2099,0.00363889
2100,0.00431784
2101,0.00221042
2102,0.00194196
2103,0.00168161
2104,0.00168402
2105,0.00165098
2106,0.00180173
2107,0.00163237
2108,0.00163537
2109,0.00163026
2110,0.00174918
2111,0.00175218
2112,0.00164888
2113,0.00171044
2114,0.00167921
2115,0.00162636
2116,0.00169753
2117,0.00176209
2118,0.00168732
2119,0.00153297
2120,0.0016729
2121,0.00172305
2122,0.00186028
2123,0.00167621
2124,0.00165969
2125,0.00164438
2126,0.00170684
2127,0.00166089
2128,0.00163927
2129,0.00168191
2130,0.00163597
2131,0.0538876
2132,0.00315933
2133,0.00304102
2134,0.00289087
2135,0.00163837
2136,0.00164438
2137,0.104537
2138,0.0052112
2139,0.00442895
2140,0.00220381
2141,0.00211703
2142,0.0016666
2143,0.00153838
2144,0.00170714
2145,0.0526864
2146,0.00411154
2147,0.00215126
2148,0.00220321
2149,0.00170263
2150,0.00165909
2151,0.00161945
2152,0.00160774
2153,0.00164017
2154,0.00161165
2155,0.0017726
2156,0.00167651
2157,0.00190563
2158,0.00164918
2159,0.00168852
2160,0.00176209
2161,0.0016699
2162,0.00165939
2163,0.00175638
2164,0.00165038
2165,0.00165038
2166,0.00172576
2167,0.00166179
2168,0.00160264
2169,0.00161345
2170,0.00163207
2171,0.00172275
2172,0.00152847
2173,0.00167921
2174,0.00165309
2175,0.00163086
2176,0.00181254
2177,0.00173867
2178,0.00163717
2179,0.00161105
2180,0.00167471
2181,0.00167561
2182,0.00163987
2183,0.00163327
2184,0.00169392
2185,0.00168281
2186,0.00163357
2187,0.00159543
2188,0.00165188
2189,0.00158582
2190,0.00166059
2191,0.00163687
2192,0.00169242
2193,0.0016705
2194,0.00167651
2195,0.00165489
2196,0.0016702
2197,0.00154708
2198,0.00167441
2199,0.00164948
2200,0.00185578
2201,0.00167651
2202,0.00167351
2203,0.00172515
2204,0.00165008
2205,0.00169483
2206,0.00157501
2207,0.00161405
2208,0.0016633
2209,0.00162065
2210,0.00162546
2211,0.0016666
2212,0.00165519
2213,0.00172576
2214,0.00166269
2215,0.0016636
2216,0.00163627
2217,0.00161915
2218,0.00162216
2219,0.0016639
2220,0.0016708
2221,0.0015651
2222,0.00170954
2223,0.00168702
2224,0.00172395
2225,0.0016657
2226,0.0527933
2227,0.00442504
2228,0.00352778
2229,0.00348785
2230,0.00242272
2231,0.00251641
2232,0.00171915
2233,0.00196749
2234,0.00168672
2235,0.00170383
2236,0.00161014
2237,0.00168221
2238,0.0016642
2239,0.00168702
2240,0.0016651
2241,0.00165459
2242,0.00165369
2243,0.0539308
2244,0.0546713
2245,0.00433646
2246,0.00407761
2247,0.00404578
2248,0.0545449
2249,0.00425748
2250,0.0039605
2251,0.00227378
2252,0.00228579
2253,0.0017687
2254,0.00165249
2255,0.00170714
2256,0.00173897
2257,0.00169663
2258,0.00198821
2259,0.00170504
2260,0.00165549
2261,0.00175128
2262,0.00168942
2263,0.0016657
2264,0.00171975
2265,0.00173086
2266,0.00175729
2267,0.00165939
2268,0.00163807
2269,0.0016678
2270,0.00177801
2271,0.0512868
2272,0.00172846
2273,0.00217048
2274,0.00168191
2275,0.00170083
2276,0.00167531
2277,0.0539639
2278,0.00435538
2279,0.0542215
2280,0.00391425
2281,0.00315903
2282,0.0031236
2283,0.00170894
2284,0.00172335
2285,0.00178701
2286,0.0016729
2287,0.0016645
2288,0.00167531
2289,0.00168672
2290,0.00164077
2291,0.00170413
2292,0.00163447
2293,0.0016717
2294,0.00170594
2295,0.00168281
2296,0.00172936
2297,0.00163987
2298,0.00174678
2299,0.0521609
2300,0.00441063
2301,0.00392597
2302,0.00241612
2303,0.00221012
2304,0.00163657
2305,0.00165879
2306,0.00165068
2307,0.00171074
2308,0.00163177
2309,0.00171825
2310,0.0016651
2311,0.00169633
2312,0.0015624
2313,0.001978
2314,0.00189542
2315,0.00188941
2316,0.00203655
2317,0.00194737
2318,0.0515715
2319,0.0044833
2320,0.00413046
2321,0.00404458
2322,0.00397762
2323,0.00451813
2324,0.00221883
2325,0.00225666
2326,0.00164858
2327,0.00165489
2328,0.00173146
2329,0.00169332
2330,0.0519943
2331,0.00475326
2332,0.0041719
2333,0.00234585
2334,0.00175759
2335,0.00159123
2336,0.00169693
2337,0.00167771
2338,0.00165489
2339,0.001672
2340,0.00160444
2341,0.00165519
2342,0.00163507
2343,0.00163116
2344,0.00168672
2345,0.00222844
2346,0.0019771
2347,0.00163056
2348,0.00210262
2349,0.00171404
2350,0.00167711
2351,0.00169242
2352,0.00162906
2353,0.00164408
2354,0.001672
2355,0.00174738
2356,0.00164318
2357,0.00165038
2358,0.00161975
2359,0.00161525
2360,0.00164798
2361,0.00164978
2362,0.00173837
2363,0.00166149
2364,0.00168372
2365,0.001775
2366,0.00172576
2367,0.00167591
2368,0.00168191
2369,0.00168882
2370,0.00176029
2371,0.00153597
2372,0.00163897
2373,0.00161255
2374,0.00168732
2375,0.00168011
2376,0.00169603
2377,0.00164378
2378,0.00169092
2379,0.00160954
2380,0.00190953
2381,0.00166119
2382,0.00159723
2383,0.00172185
2384,0.00167531
2385,0.00167741
2386,0.0016729
2387,0.00168372
2388,0.00161315
2389,0.00169002
2390,0.00174527
2391,0.0537888
2392,0.00472533
2393,0.00390254
2394,0.00237468
2395,0.00184287
2396,0.00165819
2397,0.00163867
2398,0.00165158
2399,0.001669
2400,0.00160834
2401,0.00162996
2402,0.00162426
2403,0.00166089
2404,0.0537492
2405,0.0043761
2406,0.00324912
2407,0.00316263
2408,0.00176209
2409,0.00177891
2410,0.00162486
2411,0.0514123
2412,0.00457849
2413,0.00391485
2414,0.00431964
2415,0.00225066
2416,0.00211733
2417,0.00163987
2418,0.0016729
2419,0.00168311
2420,0.00170413
2421,0.00160624
2422,0.00167441
2423,0.00165339
2424,0.00164228
2425,0.0016639
2426,0.0523219
2427,0.00567634
2428,0.00426469
2429,0.00251011
2430,0.00250951
2431,0.00170594
2432,0.00172666
2433,0.00168582
2434,0.0016678
2435,0.00163867
2436,0.00166239
2437,0.00170443
2438,0.00164378
2439,0.00169513
2440,0.00172606
2441,0.00175879
2442,0.00168552
2443,0.00165909
2444,0.00163957
2445,0.00168522
2446,0.00165008
2447,0.00164288
2448,0.00164438
2449,0.00170564
2450,0.00164678
2451,0.00172245
2452,0.00170113
2453,0.00164708
2454,0.0016654
2455,0.0016693
2456,0.05243
2457,0.00382026
2458,0.00414307
2459,0.00245606
2460,0.00285003
2461,0.00235366
2462,0.00226147
2463,0.00164077
2464,0.00170053
2465,0.00164648
2466,0.00168281
2467,0.00811859
2468,0.00180173
2469,0.00160234
2470,0.00164017
2471,0.001666
2472,0.00162786
2473,0.00165339
2474,0.00161495
2475,0.0016657
2476,0.0016696
2477,0.00162726
2478,0.00158102
2479,0.00168341
2480,0.00168221
2481,0.00165549
2482,0.00171164
2483,0.00162426
2484,0.001672
2485,0.00168011
2486,0.053399
2487,0.00432745
2488,0.00237378
2489,0.00234165
2490,0.00167381
2491,0.00164768
2492,0.00165909
2493,0.0016708
2494,0.00164528
2495,0.00162186
2496,0.00168522
2497,0.00178701
2498,0.00184977
2499,0.00190923
2500,0.051573
2501,0.00200052
2502,0.00194467
2503,0.0523477
2504,0.00460882
2505,0.00407791
2506,0.00414998
2507,0.00289868
2508,0.00234975
2509,0.00170413
2510,0.00167501
2511,0.00176629
2512,0.00163597
2513,0.00168402
2514,0.00168221
2515,0.00197379
2516,0.00168372
2517,0.00171404
2518,0.00162936
2519,0.00160804
2520,0.00164408
2521,0.00181584
2522,0.00169332
2523,0.0016723
2524,0.00171765
2525,0.0016687
2526,0.00151525
2527,0.00188761
2528,0.0016729
2529,0.00167381
2530,0.00170744
2531,0.00165068
2532,0.00160834
2533,0.00162126
2534,0.00171915
2535,0.00170894
2536,0.00165579
2537,0.00164888
2538,0.00174287
2539,0.00171434
2540,0.00172936
2541,0.00165699
2542,0.00161705
2543,0.00160354
2544,0.00168702
2545,0.00170774
2546,0.00172185
2547,0.00169813
2548,0.001669
2549,0.00169723
2550,0.0016705
2551,0.00168852
2552,0.00163807
2553,0.00161525
2554,0.00174167
2555,0.0016642
2556,0.0511427
2557,0.00165639
2558,0.00161945
2559,0.00164738
2560,0.00161225
2561,0.0016666
2562,0.0016684
2563,0.00171705
2564,0.00168071
2565,0.0512439
2566,0.00419082
2567,0.00373949
2568,0.00211072
2569,0.00201794
2570,0.00165909
2571,0.00165729
2572,0.00171314
2573,0.001666
2574,0.00182305
2575,0.00168882
2576,0.00158672
2577,0.00167381
2578,0.0016708
2579,0.00160054
2580,0.00172906
2581,0.00175849
2582,0.00162786
2583,0.00166149
2584,0.00165369
2585,0.00169873
2586,0.00164107
2587,0.00173026
2588,0.00165279
2589,0.00172606
2590,0.00171525
2591,0.00160834
2592,0.00163387
2593,0.00171555
2594,0.00171194
2595,0.00170714
2596,0.00164648
2597,0.00165188
2598,0.00167681
2599,0.00165339
2600,0.00170173
2601,0.00173116
2602,0.00153387
2603,0.0016696
2604,0.0518733
2605,0.00400975
2606,0.00441964
2607,0.00398542
2608,0.00414097
2609,0.00284163
2610,0.00237648
2611,0.00171224
2612,0.0519754
2613,0.00206148
2614,0.00200743
2615,0.00204046
2616,0.00227979
2617,0.00222033
2618,0.00179272
2619,0.00170594
2620,0.00169212
2621,0.00172395
2622,0.00188221
2623,0.00182725
2624,0.00171555
2625,0.00171555
2626,0.00177981
2627,0.0017717
2628,0.00196358
2629,0.00165909
2630,0.00173356
2631,0.0016681
2632,0.00168972
2633,0.00176089
2634,0.00173597
2635,0.00180023
2636,0.00179422
2637,0.001669
2638,0.00170984
2639,0.00179752
2640,0.00175368
2641,0.00165188
2642,0.00168672
2643,0.00157411
2644,0.00169302
2645,0.00169242
2646,0.00172395
2647,0.00164468
2648,0.00174617
2649,0.00203265
2650,0.0526714
2651,0.00429712
2652,0.00351097
2653,0.00438511
2654,0.0022954
2655,0.00210352
2656,0.00157261
2657,0.00181074
2658,0.00169963
2659,0.001663
2660,0.00169903
2661,0.00176239
2662,0.00171014
2663,0.00168221
2664,0.0017756
2665,0.00161615
2666,0.00170924
2667,0.00178731
2668,0.00169753
2669,0.00171344
2670,0.00174678
2671,0.00174227
2672,0.0016657
2673,0.0523144
2674,0.00418421
2675,0.0544263
2676,0.00414608
2677,0.00380315
2678,0.00399804
2679,0.00217859
2680,0.00234014
2681,0.00169062
2682,0.00172906
2683,0.00183596
2684,0.00169272
2685,0.00194467
2686,0.00199752
2687,0.00212424
2688,0.00203145
2689,0.00163177
2690,0.00200142
2691,0.00160804
2692,0.00164528
2693,0.00171464
2694,0.00172425
2695,0.0519513
2696,0.00423676
2697,0.0543212
2698,0.00431304
2699,0.00391456
2700,0.00397311
2701,0.00314011
2702,0.00204917
2703,0.00205667
2704,0.00213805
2705,0.00165969
2706,0.00169543
2707,0.00173476
2708,0.00165549
2709,0.00178551
2710,0.0016714
2711,0.00159363
2712,0.00168402
2713,0.00162095
2714,0.00204076
2715,0.00183716
2716,0.00178822
2717,0.00170233
2718,0.00175038
2719,0.00168822
2720,0.00168131
2721,0.00165639
2722,0.00169633
2723,0.00172846
2724,0.00164678
2725,0.00170143
2726,0.00167561
2727,0.0017753
2728,0.00173386
2729,0.00168011
2730,0.00171104
2731,0.00170293
2732,0.00211883
2733,0.00212964
2734,0.00214526
2735,0.00194947
2736,0.00199421
2737,0.0016645
2738,0.0016687
2739,0.00172425
2740,0.00178341
2741,0.00178882
2742,0.00168462
2743,0.0017735
2744,0.00165939
2745,0.00169152
2746,0.00171194
2747,0.053539
2748,0.0040647
2749,0.00381846
2750,0.00255875
2751,0.0534729
2752,0.00414788
2753,0.00382117
2754,0.00294943
2755,0.00237648
2756,0.00175428
2757,0.00165819
2758,0.00164798
2759,0.00170984
2760,0.00183236
2761,0.00170894
2762,0.00181044
2763,0.00168372
2764,0.00174708
2765,0.00174708
2766,0.00169062
2767,0.00172876
2768,0.00172576
2769,0.00185698
2770,0.00168522
2771,0.00173236
2772,0.0513198
2773,0.00183596
2774,0.0019816
2775,0.00174497
2776,0.053742
2777,0.00414518
2778,0.00348905
2779,0.003235
2780,0.00195998
2781,0.00212244
2782,0.00169152
2783,0.00182395
2784,0.0529333
2785,0.00403437
2786,0.00389474
2787,0.00277766
2788,0.00253383
2789,0.0016657
2790,0.00171855
2791,0.00165699
2792,0.00168462
2793,0.00170984
2794,0.00168732
2795,0.00182935
2796,0.00203775
2797,0.00172035
2798,0.00157051
2799,0.00169302
2800,0.00181854
2801,0.001666
2802,0.00165369
2803,0.00171555
2804,0.00172365
2805,0.0016699
2806,0.00163807
2807,0.00168432
2808,0.00170173
2809,0.00165158
2810,0.00160834
2811,0.00165789
2812,0.00165939
2813,0.001669
2814,0.001672
2815,0.00170744
2816,0.00165789
2817,0.00170984
2818,0.00164498
2819,0.00166089
2820,0.00166179
2821,0.00173086
2822,0.0016708
2823,0.0524639
2824,0.00316023
2825,0.00376141
2826,0.0033407
2827,0.00171555
2828,0.0016726
2829,0.00161195
2830,0.00171645
2831,0.00171525
2832,0.00181284
2833,0.00171975
2834,0.00168101
2835,0.00168672
2836,0.00167741
2837,0.00168942
2838,0.00160624
2839,0.00170143
2840,0.00162876
2841,0.00169062
2842,0.00165879
2843,0.00162186
2844,0.00164918
2845,0.00171014
2846,0.00169392
2847,0.00167861
2848,0.00170113
2849,0.00168131
2850,0.00165218
2851,0.00170293
2852,0.00162726
2853,0.00164918
2854,0.00172035
2855,0.00159093
2856,0.00164228
2857,0.00170353
2858,0.0524756
2859,0.00476797
2860,0.00373108
2861,0.00237828
2862,0.00168041
2863,0.00168492
2864,0.00193446
2865,0.00178251
2866,0.00170263
2867,0.00171705
2868,0.00165669
2869,0.00191734
2870,0.00161945
2871,0.00166089
2872,0.00174708
2873,0.00170203
2874,0.00161465
2875,0.00163026
2876,0.00176599
2877,0.00157891
2878,0.00177831
2879,0.00162126
2880,0.00164588
2881,0.00163927
2882,0.00171795
2883,0.0519387
2884,0.00193446
2885,0.00162666
2886,0.00178942
2887,0.00169182
2888,0.00159183
2889,0.00163297
2890,0.00169633
2891,0.0016729
2892,0.00165068
2893,0.00161135
2894,0.00202154
2895,0.00170894
2896,0.00225817
2897,0.00162816
2898,0.00170984
2899,0.00159963
2900,0.00163116
2901,0.00166179
2902,0.00174077
2903,0.00173386
2904,0.00169332
2905,0.0537981
2906,0.00421124
2907,0.004689
2908,0.00393137
2909,0.0541188
2910,0.00411244
2911,0.00387372
2912,0.00245065
2913,0.0019798
2914,0.00167621
2915,0.0016672
2916,0.00172335
2917,0.00161165
2918,0.00169362
2919,0.00167741
2920,0.00167711
2921,0.00162966
2922,0.00172606
2923,0.00165789
2924,0.00174317
2925,0.00181614
2926,0.00200953
2927,0.00204076
2928,0.00216057
2929,0.0020876
2930,0.00174738
2931,0.0016729
2932,0.00168582
2933,0.00165879
2934,0.00161525
2935,0.0542032
2936,0.00475536
2937,0.00424637
2938,0.00336293
2939,0.0515498
2940,0.00369054
2941,0.00471332
2942,0.00242603
2943,0.00210472
2944,0.00162636
2945,0.00170383
2946,0.00165038
2947,0.00165939
2948,0.0543005
2949,0.00416319
2950,0.00373708
2951,0.00195908
2952,0.00201013
2953,0.00165429
2954,0.00169573
2955,0.0016726
2956,0.0016726
2957,0.00166269
2958,0.0523147
2959,0.00383648
2960,0.00389474
2961,0.00335182
2962,0.00213835
2963,0.00202664
2964,0.00165639
2965,0.00165369
2966,0.00162846
2967,0.00175488
2968,0.00170143
2969,0.00167801
2970,0.00172155
2971,0.00167591
2972,0.00165609
2973,0.00174377
2974,0.00170263
2975,0.00169483
2976,0.00171224
2977,0.0016696
2978,0.00169963
2979,0.00171194
2980,0.00165218
2981,0.00173897
2982,0.00172876
2983,0.00175158
2984,0.00176209
2985,0.00172095
2986,0.00169603
2987,0.0016675
2988,0.00181584
2989,0.00168642
2990,0.00173356
2991,0.00167831
2992,0.00173837
2993,0.0520477
2994,0.00189332
2995,0.00170594
2996,0.00169813
2997,0.00171434
2998,0.00174648
2999,0.0529195
3000,0.00412205
3001,0.00321458
3002,0.00329746
3003,0.00221102
3004,0.00235696
3005,0.00199872
3006,0.00181584
3007,0.00180954
3008,0.00234855
3009,0.00238128
3010,0.00434607
3011,0.00227979
3012,0.00224225
3013,0.00172395
3014,0.00178731
3015,0.00173657
3016,0.00184947
3017,0.00182395
3018,0.00174227
3019,0.00176209
3020,0.00180353
3021,0.00176089
3022,0.00175398
3023,0.00184647
3024,0.0017699
3025,0.00178191
3026,0.00179903
3027,0.00179122
3028,0.00170323
3029,0.00193536
3030,0.103741
3031,0.00355841
3032,0.00277887
3033,0.0026059
3034,0.00191283
3035,0.0018726
3036,0.00188851
3037,0.0018771
3038,0.00193566
3039,0.00175488
3040,0.00185878
3041,0.00182005
3042,0.0017756
3043,0.00183776
3044,0.00179752
3045,0.00174077
3046,0.0524192
3047,0.00386591
3048,0.00207799
3049,0.00212244
3050,0.00181854
3051,0.00182875
3052,0.00181854
3053,0.00184287
3054,0.00182215
3055,0.0017762
3056,0.00179632
3057,0.00186239
3058,0.0017714
3059,0.00179302
3060,0.00183566
3061,0.00178251
3062,0.0025062
3063,0.00180353
3064,0.00195457
3065,0.00178731
3066,0.00171915
3067,0.00194647
3068,0.00174527
3069,0.00170383
3070,0.00212634
3071,0.00169272
3072,0.00175368
3073,0.00178191
3074,0.00182365
3075,0.00174107
3076,0.00190563
3077,0.00183866
3078,0.00206298
3079,0.00183926
3080,0.00186329
3081,0.00186179
3082,0.00228399
3083,0.00176449
3084,0.0016732
3085,0.00186899
3086,0.00171825
3087,0.00219
3088,0.00232963
3089,0.00180533
3090,0.00165789
3091,0.00181644
3092,0.00202304
3093,0.00179182
3094,0.00174617
3095,0.00172155
3096,0.00177831
3097,0.00173116
3098,0.0016711
3099,0.00199571
3100,0.00167981
3101,0.0017765
3102,0.00164828
3103,0.00163477
3104,0.00169362
3105,0.00179332
3106,0.00186689
3107,0.00172876
3108,0.0017753
3109,0.00162606
3110,0.0016672
3111,0.00174227
3112,0.00193566
3113,0.00176659
3114,0.00163747
3115,0.00164768
3116,0.00169543
3117,0.00164017
3118,0.00164468
3119,0.0016708
3120,0.00175638
3121,0.00163417
3122,0.00162095
3123,0.00165339
3124,0.00167381
3125,0.00159813
3126,0.00173206
3127,0.00167771
3128,0.00244434
3129,0.00218249
3130,0.0515721
3131,0.0545647
3132,0.00414307
3133,0.00412356
3134,0.0036497
3135,0.00277166
3136,0.00236357
3137,0.00173717
3138,0.00170443
3139,0.00169903
3140,0.0527081
3141,0.00447429
3142,0.0039653
3143,0.00257917
3144,0.00266866
3145,0.00163777
3146,0.00163056
3147,0.00167921
3148,0.00168131
3149,0.00162846
3150,0.00186179
3151,0.00164348
3152,0.00168041
3153,0.0016711
3154,0.00163237
3155,0.0016639
3156,0.0015621
3157,0.00171374
3158,0.00171194
3159,0.00164708
3160,0.00171014
3161,0.00164828
3162,0.00165429
3163,0.00161795
3164,0.0513946
3165,0.00226027
3166,0.00162156
3167,0.00162786
3168,0.00165999
3169,0.00161435
3170,0.00162846
3171,0.00166119
3172,0.00154829
3173,0.00175488
3174,0.00169843
3175,0.00164077
3176,0.00169843
3177,0.00175608
3178,0.00169302
3179,0.00167981
3180,0.00174858
3181,0.00170984
3182,0.00173717
3183,0.00166239
3184,0.0524465
3185,0.00367523
3186,0.00446889
