
Raw measurements

Timestamp,Measurement
19.0001,x: -948.14,y: -717.039,z: -12.0206
19.0004,x: -948.16,y: -717.058,z: -12.0207
19.0005,x: -948.181,y: -717.077,z: -12.0207
19.0007,x: -948.188,y: -717.083,z: -12.0208
19.0009,x: -948.205,y: -717.099,z: -12.0208
19.0011,x: -948.221,y: -717.114,z: -12.0208
19.0013,x: -948.238,y: -717.13,z: -12.0209
19.002,x: -948.26,y: -717.15,z: -12.021
19.0022,x: -948.308,y: -717.195,z: -12.0211
19.0024,x: -948.326,y: -717.212,z: -12.0211
19.0026,x: -948.345,y: -717.228,z: -12.0212
19.0028,x: -948.36,y: -717.243,z: -12.0212
19.003,x: -948.378,y: -717.259,z: -12.0213
19.0032,x: -948.395,y: -717.275,z: -12.0213
19.0034,x: -948.411,y: -717.29,z: -12.0214
19.0037,x: -948.428,y: -717.306,z: -12.0214
19.0039,x: -948.446,y: -717.322,z: -12.0215
19.0041,x: -948.462,y: -717.337,z: -12.0215
19.0043,x: -948.482,y: -717.355,z: -12.0216
19.0045,x: -948.495,y: -717.367,z: -12.0216
19.0047,x: -948.513,y: -717.384,z: -12.0217
19.0049,x: -948.53,y: -717.4,z: -12.0217
19.0051,x: -948.547,y: -717.415,z: -12.0218
19.0053,x: -948.562,y: -717.429,z: -12.0218
19.0055,x: -948.58,y: -717.445,z: -12.0219
19.0058,x: -948.598,y: -717.463,z: -12.0219
19.006,x: -948.615,y: -717.478,z: -12.022
19.0062,x: -948.631,y: -717.493,z: -12.022
19.0064,x: -948.647,y: -717.508,z: -12.0221
19.0066,x: -948.665,y: -717.524,z: -12.0221
19.0068,x: -948.682,y: -717.54,z: -12.0222
19.007,x: -948.699,y: -717.556,z: -12.0222
19.0072,x: -948.718,y: -717.573,z: -12.0223
19.0074,x: -948.731,y: -717.585,z: -12.0223
19.0077,x: -948.75,y: -717.603,z: -12.0224
19.0079,x: -948.767,y: -717.619,z: -12.0224
19.0081,x: -948.784,y: -717.635,z: -12.0225
19.0083,x: -948.804,y: -717.653,z: -12.0225
19.0085,x: -948.816,y: -717.664,z: -12.0225
19.0087,x: -948.834,y: -717.68,z: -12.0226
19.0089,x: -948.852,y: -717.697,z: -12.0226
19.0092,x: -948.868,y: -717.712,z: -12.0227
19.0093,x: -948.889,y: -717.731,z: -12.0227
19.0095,x: -948.902,y: -717.743,z: -12.0228
19.0097,x: -948.919,y: -717.759,z: -12.0228
19.01,x: -948.936,y: -717.774,z: -12.0229
19.0101,x: -948.953,y: -717.79,z: -12.0229
19.0104,x: -948.968,y: -717.805,z: -12.023
19.0106,x: -948.986,y: -717.821,z: -12.023
19.0108,x: -949.003,y: -717.837,z: -12.0231
19.011,x: -949.021,y: -717.854,z: -12.0231
19.0112,x: -949.037,y: -717.868,z: -12.0232
19.0114,x: -949.053,y: -717.883,z: -12.0232
19.0116,x: -949.07,y: -717.899,z: -12.0233
19.0119,x: -949.087,y: -717.915,z: -12.0233
19.012,x: -949.11,y: -717.936,z: -12.0234
19.0122,x: -949.118,y: -717.943,z: -12.0234
19.0125,x: -949.137,y: -717.961,z: -12.0235
19.0127,x: -949.156,y: -717.978,z: -12.0235
19.0129,x: -949.172,y: -717.993,z: -12.0236
19.0131,x: -949.188,y: -718.008,z: -12.0236
19.0133,x: -949.207,y: -718.025,z: -12.0237
19.0135,x: -949.219,y: -718.036,z: -12.0237
19.0137,x: -949.238,y: -718.054,z: -12.0237
19.0139,x: -949.257,y: -718.071,z: -12.0238
19.0141,x: -949.273,y: -718.086,z: -12.0238
19.0144,x: -949.29,y: -718.102,z: -12.0239
19.0146,x: -949.307,y: -718.118,z: -12.0239
19.0148,x: -949.324,y: -718.133,z: -12.024
19.015,x: -949.341,y: -718.149,z: -12.024
19.0152,x: -949.358,y: -718.165,z: -12.0241
19.0154,x: -949.372,y: -718.178,z: -12.0241
19.0156,x: -949.39,y: -718.194,z: -12.0242
19.0158,x: -949.405,y: -718.208,z: -12.0242
19.016,x: -949.424,y: -718.226,z: -12.0243
19.0162,x: -949.441,y: -718.241,z: -12.0243
19.0165,x: -949.458,y: -718.258,z: -12.0244
19.0167,x: -949.476,y: -718.274,z: -12.0244
19.0169,x: -949.493,y: -718.289,z: -12.0245
19.0172,x: -949.51,y: -718.306,z: -12.0245
19.0173,x: -949.539,y: -718.332,z: -12.0246
19.0175,x: -949.547,y: -718.339,z: -12.0246
19.0177,x: -949.558,y: -718.35,z: -12.0247
19.0179,x: -949.574,y: -718.364,z: -12.0247
19.0181,x: -949.593,y: -718.382,z: -12.0248
19.0184,x: -949.612,y: -718.4,z: -12.0248
19.0186,x: -949.631,y: -718.417,z: -12.0249
19.0192,x: -949.647,y: -718.432,z: -12.0249
19.0194,x: -949.696,y: -718.477,z: -12.025
19.0196,x: -949.713,y: -718.493,z: -12.0251
19.0198,x: -949.732,y: -718.51,z: -12.0252
19.02,x: -949.747,y: -718.524,z: -12.0252
19.0202,x: -949.765,y: -718.541,z: -12.0252
19.0204,x: -949.778,y: -718.553,z: -12.0253
19.0207,x: -949.796,y: -718.57,z: -12.0253
19.0209,x: -949.816,y: -718.588,z: -12.0254
19.0211,x: -949.832,y: -718.603,z: -12.0254
19.0213,x: -949.849,y: -718.619,z: -12.0255
19.0215,x: -949.867,y: -718.635,z: -12.0255
19.0217,x: -949.882,y: -718.649,z: -12.0256
19.0219,x: -949.898,y: -718.663,z: -12.0256
19.0221,x: -949.916,y: -718.681,z: -12.0257
19.0223,x: -949.935,y: -718.698,z: -12.0257
19.0225,x: -949.947,y: -718.709,z: -12.0258
19.0227,x: -949.964,y: -718.725,z: -12.0258
19.023,x: -949.982,y: -718.742,z: -12.0259
19.0232,x: -950.001,y: -718.759,z: -12.0259
19.0234,x: -950.017,y: -718.774,z: -12.026
19.0236,x: -950.035,y: -718.79,z: -12.026
19.0238,x: -950.052,y: -718.806,z: -12.0261
19.024,x: -950.069,y: -718.822,z: -12.0261
19.0242,x: -950.086,y: -718.838,z: -12.0262
19.0244,x: -950.1,y: -718.851,z: -12.0262
19.0247,x: -950.119,y: -718.868,z: -12.0263
19.0249,x: -950.138,y: -718.886,z: -12.0263
19.0251,x: -950.153,y: -718.9,z: -12.0264
19.0253,x: -950.172,y: -718.917,z: -12.0264
19.0255,x: -950.187,y: -718.931,z: -12.0264
19.0257,x: -950.204,y: -718.947,z: -12.0265
19.0259,x: -950.221,y: -718.963,z: -12.0265
19.0261,x: -950.238,y: -718.978,z: -12.0266
19.0263,x: -950.252,y: -718.991,z: -12.0266
19.0265,x: -950.271,y: -719.009,z: -12.0267
