
Raw measurements

Timestamp,Measurement
0.016,0 x: 0,y: -20,z: 0
0.032,5 x: 0.590648,y: -8.91288,z: 47.4044
0.048,6 x: 0.0526594,y: -9.10421,z: 50.1758
0.064,7 x: -3.42265,y: -9.37772,z: 50.4652
0.08,9 x: 30.5905,y: -8.91292,z: 47.4044
0.096,10 x: 30.0527,y: -9.1042,z: 50.1758
0.112,11 x: 26.5775,y: -9.37771,z: 50.4652
0.128,13 x: 60.5706,y: -8.92478,z: 47.3991
0.144,14 x: 60.0191,y: -9.09599,z: 50.1746
0.16,15 x: 56.4897,y: -9.36831,z: 50.586
0.176,17 x: 90.6,y: -8.92074,z: 47.41
0.192,18 x: 90.0548,y: -9.09913,z: 50.187
0.208,19 x: 86.5781,y: -9.37017,z: 50.4805
0.224,0 x: 0,y: -20,z: 0
0.24,5 x: 0.559811,y: -8.91084,z: 47.3963
0.256,6 x: 0.0497476,y: -9.10555,z: 50.1716
0.272,7 x: -3.41807,y: -9.37938,z: 50.4838
0.288,9 x: 30.5597,y: -8.91088,z: 47.3962
0.304,10 x: 30.0498,y: -9.10554,z: 50.1716
0.32,11 x: 26.5821,y: -9.37938,z: 50.4838
0.336,13 x: 60.5393,y: -8.92256,z: 47.3903
0.352,14 x: 60.0159,y: -9.09573,z: 50.1717
0.368,15 x: 56.4964,y: -9.36809,z: 50.6049
0.384,17 x: 90.5694,y: -8.91819,z: 47.4014
0.4,18 x: 90.052,y: -9.09987,z: 50.1832
0.416,19 x: 86.5835,y: -9.37175,z: 50.4993
0.432,0 x: 0,y: -20,z: 0
0.448,5 x: 0.529173,y: -8.90865,z: 47.3884
0.464,6 x: 0.0465109,y: -9.10736,z: 50.1684
0.48,7 x: -3.4127,y: -9.38149,z: 50.502
0.496,9 x: 30.5291,y: -8.90868,z: 47.3884
0.512,10 x: 30.0465,y: -9.10736,z: 50.1684
0.528,11 x: 26.5874,y: -9.38148,z: 50.5019
0.544,13 x: 60.5084,y: -8.91993,z: 47.3824
0.56,14 x: 60.0133,y: -9.09681,z: 50.1686
0.576,15 x: 56.5034,y: -9.37077,z: 50.6234
0.592,17 x: 90.539,y: -8.91526,z: 47.3938
0.608,18 x: 90.0498,y: -9.10162,z: 50.1793
0.624,19 x: 86.5893,y: -9.37629,z: 50.5177
0.64,0 x: 0,y: -20,z: 0
0.656,5 x: 0.498327,y: -8.90642,z: 47.3813
0.672,6 x: 0.0431959,y: -9.10938,z: 50.1656
0.688,7 x: -3.40672,y: -9.38379,z: 50.5194
0.704,9 x: 30.4982,y: -8.90644,z: 47.3812
0.72,10 x: 30.0432,y: -9.10937,z: 50.1656
0.736,11 x: 26.5934,y: -9.38379,z: 50.5194
0.752,13 x: 60.4773,y: -8.91703,z: 47.3756
0.768,14 x: 60.0111,y: -9.0989,z: 50.1652
0.784,15 x: 56.5106,y: -9.37447,z: 50.6411
0.8,17 x: 90.5085,y: -8.91208,z: 47.3872
0.816,18 x: 90.0479,y: -9.10427,z: 50.1751
0.831999,19 x: 86.5953,y: -9.38132,z: 50.5352
0.847999,0 x: 0,y: -20,z: 0
0.863999,5 x: 0.467123,y: -8.90423,z: 47.3748
0.879999,6 x: 0.03977,y: -9.11147,z: 50.1632
0.895999,7 x: -3.40015,y: -9.38616,z: 50.5363
0.911999,9 x: 30.467,y: -8.90424,z: 47.3747
