Mean time,Standard deviation
0.00440958,0.0112391

Raw measurements

Timestamp,Measurement
683,0.00159423
684,0.00152456
685,0.00155639
686,0.00172906
687,0.0016642
688,0.00169573
689,0.0527642
690,0.00216327
691,0.0019813
692,0.00204406
693,0.00168341
694,0.00161555
695,0.0016636
696,0.00163477
697,0.00161525
698,0.00161405
699,0.00169032
700,0.00171735
701,0.00175218
702,0.00169843
703,0.00171254
704,0.00172245
705,0.00168041
706,0.00168732
707,0.00183896
708,0.00169242
709,0.00171645
710,0.0015654
711,0.00163567
712,0.00200592
713,0.00157111
714,0.00159093
715,0.00160564
716,0.001672
717,0.00166239
718,0.00161195
719,0.00178581
720,0.00175699
721,0.00161615
722,0.00159753
723,0.00160564
724,0.00178011
725,0.00160504
726,0.0016732
727,0.00164648
728,0.00179092
729,0.0016645
730,0.00164348
731,0.00162426
732,0.00164948
733,0.00173176
734,0.00170564
735,0.00170443
736,0.00163867
737,0.00176119
738,0.00168582
739,0.00180323
740,0.00165429
741,0.00163267
742,0.00168131
743,0.00174768
744,0.00155699
745,0.0016639
746,0.00159723
747,0.0514345
748,0.00160774
749,0.00167741
750,0.0016678
751,0.0539516
752,0.00397311
753,0.00298606
754,0.00232033
755,0.00160354
756,0.00161405
757,0.00160774
758,0.00165759
759,0.00161555
760,0.00164408
761,0.00161375
762,0.0016699
763,0.00158582
764,0.00161495
765,0.00160474
766,0.00160174
767,0.00161495
768,0.00173146
769,0.00170083
770,0.00408031
771,0.0017753
772,0.00164198
773,0.00153537
774,0.00179032
775,0.00163597
776,0.00163387
777,0.00161165
778,0.00154588
779,0.00162576
780,0.00160054
781,0.0018786
782,0.00171224
783,0.00160324
784,0.00160294
785,0.00155549
786,0.00159363
787,0.00178761
788,0.00164438
789,0.00166059
790,0.00159573
791,0.00150534
792,0.00160114
793,0.00160984
794,0.00163747
795,0.00161315
796,0.00161585
797,0.00163026
798,0.00172365
799,0.00162095
800,0.00159213
801,0.00160264
802,0.00163146
803,0.00172606
804,0.00167801
805,0.00159423
806,0.00168041
807,0.00170564
808,0.00156961
809,0.00165639
810,0.00157681
811,0.00159093
